"cnpj","nome_coop","naturezaJuridica","situacao","regimeEspecial","logradouro","complemento","bairro","municipio","uf","cep","endereco_eletronico","email","telefone_ddd","telefone_numero","segmento_prudencial","ato_presi","nome_Liquidante","filiacao","filiacao_central"
90608712,"COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA VINTE E CINCO DE SETEMBRO, 777","","CENTRO","CARLOS BARBOSA","RS","95185000","","sicredi@lottinet.com.br","54","34618600","S4",NA,NA,NA,NA
5888589,"COOPERATIVA DE CRÉDITO SUL - SICOOB SUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA BENJAMIN LINS, 610","","BATEL","CURITIBA","PR","80420100","www.sicoobunicoob.com.br","controladoria@sicoobsul.com.br","41","33202590","S5",NA,NA,NA,NA
32467086,"COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. DR. ARISTIDES CAMPOS, 355","","BASILEIA","CACHOEIRO DE ITAPEMIRIM","ES","29302801","www.sicoobes.com.br","cachoeiro@sicoobes.com.br","28","35263100","S5",NA,NA,NA,NA
32474884,"COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. GETULIO VARGAS, 683","","CENTRO","ALFREDO CHAVES","ES","29240000","www.sicoobes.com.br","sullitoraneo@sicoobes.com.br","27","32691602","S5",NA,NA,NA,NA
815319,"COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA ANGELO ALTOÉ, 340","","SÃO PEDRO","VENDA NOVA DO IMIGRANTE","ES","29375000","www.sicoobes.com.br","sulserrano@sicoobes.com.br","28","35463020","S5",NA,NA,NA,NA
2447120,"COOPERATIVA DE CRÉDITO TEIXEIRA DE FREITAS LTDA. - SICOOB EXTREMO SUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ANTONIO CHICON SOBRINHO  141","","CENTRO","TEIXEIRA DE FREITAS","BA","45985202","","sicoobtxf@sicoobteixeira.com.br","73","33116600","S5",NA,NA,NA,NA
26072728,"COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. - SICOOB UNIÃO CENTRO OESTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA SAO GERALDO","697","CENTRO","ARCOS","MG","35588000","www.sicoobuniaocentrooeste.com.br","arcos309500@sicoobcrediminas.com.br","37","33511931","S5",NA,NA,NA,NA
65239402,"COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRACA PRIMEIRO DE JANEIRO  25","","CENTRO","CARMO DO CAJURU","MG","35557000","","sicoob.carmocredi@sicoobcarmocredi.com.br","37","32441066","S5",NA,NA,NA,NA
977212,"COOPERATIVA DE CRÉDITO UNICOPER","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. DAS NAÇÕES UNIDAS, 14261","ALA A1 - 13º. ANDAR - UNICOPER","VILA GERTRUDES","SAO PAULO","SP","04794000","","unicoper@copersucar.com.br","11","971188986","S5",NA,NA,NA,NA
184068,"COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA PADRE MARINHO 37","11  ANDAR","SANTA EFIGENIA","BELO HORIZONTE","MG","30140040","www.unicred.com.br/multirregional","supervisao@unicredmg.com.br","31","35161400","S4",NA,NA,NA,NA
75847,"COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ANTONIO DE LUCCA  191","","CENTRO","CRICIUMA","SC","88811503","http://www.unicred.com.br/sulcatarinense/","unicred-cri@unicred-cri.com.br","48","34310950","S5",NA,NA,NA,NA
4355489,"COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA EMILIO BLUM  131","TORRE B  9  ANDAR","CENTRO","FLORIANOPOLIS","SC","88020010","http://www.unicred.com.br/coomarca/","marcia@coomarca.com.br","48","30847124","S5",NA,NA,NA,NA
1039011,"COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA MARECHAL DEODORO DA FONSECA - E, 413","","CENTRO","CHAPECO","SC","89802140","http://www.unicred.com.br/desbravadorasul","unicred@unicred-oestesc.com.br","49","20490600","S5",NA,NA,NA,NA
1796302,"COOPERATIVA DE CRÉDITO UNICRED REGIÃO DOS VALES LTDA. - UNICRED REGIÃO DOS VALES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA BAGE  55","","BOA VISTA","NOVO HAMBURGO","RS","93410220","www.unicred.com.br/regiaodosvales","valedosinos@unicred-rs.com.br","51","35841200","S5",NA,NA,NA,NA
74114042,"COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA CAMBORIU 519","","CENTRO","ITAJAI","SC","88301451","http://www.unicred.com.br/uniao/","unicred@unicred-litoral.com.br","47","33903800","S5",NA,NA,NA,NA
73443863,"COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"ALAMEDA RIO BRANCO, 264","SALAS 501 E 601, 5° E 6° ANDAR","CENTRO","BLUMENAU","SC","89010016","http://www.unicred.com.br/valeeuropeu","secretaria@unicred-blumenau.com.br","47","30390202","S5",NA,NA,NA,NA
74064502,"COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA  UNICRED VALOR CAPITAL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA TENENTE SILVEIRA, 315","","CENTRO","FLORIANOPOLIS","SC","88010301","http://www.unicred.com.br/florianopolis/","diretoria@unicred-florianopolis.com.br","48","32215900","S5",NA,NA,NA,NA
707903,"COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. 26 DE ABRIL, 997","SALA","CENTRO","ABDON BATISTA","SC","89636000","","credicanoas@terra.com.br","49","35451206","S5",NA,NA,NA,NA
86389236,"COOPERATIVA DE CRÉDITO, INVESTIMENTO E SERVIÇOS FINANCEIROS SICOOB UNI SUDESTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA VINTE E DOIS DE MAIO, 57","","CENTRO","UBA","MG","36500060","www.unisicoob.com.br/unisaudesudeste","ucmg0010@unicredmg.com.br","31","38916456","S5",NA,NA,NA,NA
25626490,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DR MELO VIANA, 12","SALÃO","CENTRO","LAVRAS","MG","37200010","","lavras313800@sicoobcrediminas.com.br","35","34098231","S4",NA,NA,NA,NA
87733770,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA DO COMERCIO, 618","","CENTRO","RODEIO BONITO","RS","98360000","","jose_centenaro@sicredi.com.br","55","37981333","S4",NA,NA,NA,NA
4853988,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES  SICREDI BANDEIRANTES SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA AQUIDABAN 1090","ESQUINA COM A RUA PADRE TEIXEIRA, PISO SUPERIOR","CENTRO","SAO CARLOS","SP","13560120","","flavio_salik@sicredi.com.br","16","33733997","S4",NA,NA,NA,NA
87900601,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ  SICREDI BOTUCARAÍ RS/MG","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"LARGO DA MATRIZ, N.33","","CENTRO","SOLEDADE","RS","99300000","","","51","37722529","S4",NA,NA,NA,NA
95213211,"COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA CONCEIÇÃO, 364","SALA 03","CENTRO","ROLANTE","RS","95690000","","","51","35471066","S4",NA,NA,NA,NA
81466286,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV ERNESTO VILELA 1001","","NOVA RUSSIA","PONTA GROSSA","PR","84070000","www.sicredi.com.br","coop0730_cgerais@sicredi.com.br","42","32209750","S4",NA,NA,NA,NA
3566655,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE  SICREDI CELEIRO CENTRO OESTE","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"R MINAS GERAIS, S/N","1° E 2° PISO","CENTRO","SAO GABRIEL DO OESTE","MS","79490000","","altair_goncalves@sicredi.com.br","67","32952097","S4",NA,NA,NA,NA
87067757,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. CONCÓRDIA, 577","","CENTRO","AGUDO","RS","96540000","","coop0403_administrativo@sicredi.com.br","55","32651133","S4",NA,NA,NA,NA
78907607,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"PRAÇA CEL. JOSÉ DURSKI, 26","3º ANDAR","CENTRO","PRUDENTOPOLIS","PR","84400000","","coop0719_csul@sicredi.com.br","42","34461748","S4",NA,NA,NA,NA
92555150,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA 15 DE NOVEMBRO, 179","SALA 301","CENTRO","TAPEJARA","RS","99950000","","sicreditapejara@netvisual.com.br","54","33431728","S4",NA,NA,NA,NA
4463602,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA RIO BRANCO, 1.153","","ALTO CAFEZAL","MARILIA","SP","17502000","","j.salvi2@terra.com.br","14","21057676","S4",NA,NA,NA,NA
89468565,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. EXPEDICIONARIO, 1195","","CENTRO","SARANDI","RS","99560000","","sicredisarandi@terra.com.br","54","33611446","S4",NA,NA,NA,NA
57647653,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA LAURO DE CARVALHO","872","CENTRO","JAGUARIUNA","SP","13910025","","irene@caph.com.br","19","38029287","S4",NA,NA,NA,NA
89126130,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"R. HEITOR ALEXANDRE PERETTI, 385","","VILA AMAZONAS","ENCANTADO","RS","95960000","","","51","37519100","S4",NA,NA,NA,NA
3662047,"COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO DAS CARREIRAS DO MINISTéRIO PúBLICO, TRIBUNAL DE CONTAS E SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL  SICREDI MP RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. AURELIANO DE FIGUEIREDO PINTO, 501","5º ANDAR","PRAIA DE BELAS","PORTO ALEGRE","RS","90050191","","coop.mp@terra.com.br","51","32545343","S4",NA,NA,NA,NA
95594941,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG  SICREDI REGIÃO CENTRO RS/MG","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV HELVIO BASSO, 1666","","MEDIANEIRA","SANTA MARIA","RS","97070805","","sicredism@uol.com.br","55","32227900","S4",NA,NA,NA,NA
73113243,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI CENTRO NORTE SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV JOSÉ BONIFACIO, 884","","CENTRO","ARARAQUARA","SP","14801150","","leopoldo_neto@sicredi.com.br","16","32360954","S4",NA,NA,NA,NA
3042597,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA TELDO KASPER, 467","","CHÁCARA CACHOEIRA","CAMPO GRANDE","MS","79040840","www.sicredi.com.br","altair_goncalves@sicredi.com.br","67","33127600","S4",NA,NA,NA,NA
87900411,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO  SICREDI ESPUMOSO RS/MG","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV ANGELO MACALOS,383","","CENTRO","ESPUMOSO","RS","99400000","","sicrediespumoso@terra.com.br","54","33833700","S4",NA,NA,NA,NA
89990501,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS  SICREDI IBIRAIARAS RS/MG","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA LONGINO ZACARIAS GUADAGNIN, Nº 380","","CENTRO","IBIRAIARAS","RS","95305000","","ccribi@net11.com.br","54","33559200","S4",NA,NA,NA,NA
91159764,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV PIRAI 97","","SÃO CRISTOVAO","LAJEADO","RS","95913148","","ana@sicredi.com.br","51","37147600","S4",NA,NA,NA,NA
33021064,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV PARANA, 168","","CENTRO","CANARANA","MT","78640000","www.sicredi.com.br","jandira_kuhn@sicredi.com.br","66","34781116","S4",NA,NA,NA,NA
26408161,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL  SICREDI CENTRO-SUL MS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. WEIMAR GONCALVES TORRES,  2.047","PRIMEIRO ANDAR","CENTRO","DOURADOS","MS","79800021","www.sicredi.com.br","mario_aquino@sicredi.com.br","67","34243470","S4",NA,NA,NA,NA
6332931,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA 147  329","","SETOR MARISTA","GOIANIA","GO","74170100","","altair_goncalves@sicredi.com.br","64","36126576","S4",NA,NA,NA,NA
33022690,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV CASTELO BRANCO, 194","","CENTRO","ARAPUTANGA","MT","78260000","www.sicredi.com.br","marcel_tasca@sicredi.com.br","65","32611366","S4",NA,NA,NA,NA
3065046,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA ALBERTO ANDALO, 3787","2º PAVIMENTO","VILA SANTO ANTONIO","SAO JOSE DO RIO PRETO","SP","15015000","","jose_paulo@sicredi.com.br","17","32112770","S4",NA,NA,NA,NA
79063574,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA 24 DE MAIO, 106-A","","VILA J MASCARO","SANTO ANTONIO DA PLATINA","PR","86430000","","coop0720_aparana@sicredi.com.br","43","35348650","S4",NA,NA,NA,NA
2843443,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA EVARISTO DA VEIGA, 134","4° ANDAR, SALAS 1 E 2, EDIF.  MARQUES TRADE CENTER","GLORIA","JOINVILLE","SC","89216215","","ajocredi@netvision.com.br","47","30290244","S4",NA,NA,NA,NA
10736214,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. KALED COSAC, S/N","QUADRA 26, LOTE 19","CENTRO","CRISTALINA","GO","73850000","","altair_goncalves@sicredi.com.br","61","36122840","S4",NA,NA,NA,NA
8041950,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA DES  FLORIANO BENEVIDES MAGALHAES  220","SETOR B  TERREO DO FORUM CLOVIS BEVILAQUA","EDSON QUEIROZ","FORTALEZA","CE","60811690","www.sicredi.com.br/cooperjuris/","cooperjuris-ce@cooperjuris-ce.com.br","85","32781899","S5",NA,NA,NA,NA
32995755,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA NEFTES DE CARVALHO, 489-S","1º PISO","JARDIM DUAS PONTES","TANGARA DA SERRA","MT","78300000","www.sicredi.com.br","elisangela_moura@sicredi.com.br","65","33112100","S4",NA,NA,NA,NA
3793242,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA  SICREDI SUL SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ANTONIO CARDOSO DE AGUIAR, 195","","PROSPERA","CRICIUMA","SC","88813013","","paul_enns@sicredi.com.br","48","34370809","S4",NA,NA,NA,NA
95424891,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  ACESSO RUBEM GUILHERME KAEMPF  11","","GERMANIA","SANTA CRUZ DO SUL","RS","96817000","www.sicredi.com.br","angela.sicredi@viavale.com.br","51","37139100","S4",NA,NA,NA,NA
19962468,"COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO DOS ADVOGADOS E SERVENTUáRIOS DO PODER JUDICIáRIO NO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV BORGES DE MEDEIROS  2105","SALAS 605 606 E 607","PRAIA DE BELAS","PORTO ALEGRE","RS","90110150","","","51","30840320","S4",NA,NA,NA,NA
6078926,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESCRIVÃES, NOTÁRIOS E REGISTRADORES NO ESTADO DO PARANÁ - SICREDI CREDENOREG PR","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA CÂNDIDO DE ABREU, 526","SALA 211, TORRE B","CENTRO CÍVICO","CURITIBA","PR","80530905","","coop0751_crednoreg@sicredi.com.br","41","32546887","S4",NA,NA,NA,NA
4886317,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA MATEUS LEME, 2018","","CENTRO CIVICO","CURITIBA","PR","80530010","","coop0749_credjuris@sicredi.com.br","41","32521799","S4",NA,NA,NA,NA
3750034,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL  SICREDI AJURIS RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA CELESTE GOBBATO, 81","3º ANDAR","PRAIA DE BELAS","PORTO ALEGRE","RS","90110160","","sicrediajuris@terra.com.br","51","32867226","S4",NA,NA,NA,NA
1110032,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV  NOSSA SENHORA DA PENHA  387","EDIF LIBERTY CENTER SALA 1201","SANTA LUCIA","VITORIA","ES","29056250","www.unicred.com.br/lestemineiro/","unicredlm@unicredlm.com.br","33","32713800","S5",NA,NA,NA,NA
3212823,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MILITARES ESTADUAIS DO RIO GRANDE DO SUL - SICREDI MIL RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"TRAV FRANCISCO LEONARDO TRUDA 40","SALAS 25  26 E 27","CENTRO","PORTO ALEGRE","RS","90010050","","sicmil@terra.com.br","51","32214033","S4",NA,NA,NA,NA
3000142,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS POLICIAIS FEDERAIS DO RIO GRANDE DO SUL E SANTA CATARINA  SICREDI POL RS/SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA IPIRANGA, 1365","","AZENHA","PORTO ALEGRE","RS","90160093","","sicredipol@sicredi.com.br","51","32335452","S4",NA,NA,NA,NA
4525997,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFESSORES, FUNCIONÁRIOS E ALUNOS DA UNIVERSIDADE DE CAXIAS DO SUL  SICREDI COOPERUCS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA FRANCISCO GETULIO VARGAS, 1130","SALA 34","PETROPOLIS","CAXIAS DO SUL","RS","95070560","","sicredi.ucs@cray.com.br","54","32182491","S4",NA,NA,NA,NA
2924977,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ALAMEDA PRINCEZA IZABEL Nº 1398","","BIGORRILHO","CURITIBA","PR","80730080","","coop0747_medicred@sicredi.com.br","41","30274433","S4",NA,NA,NA,NA
7070495,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA ANNE FRANK Nº 3223","","BOQUEIRÃO","CURITIBA","PR","81650020","","coop0752_sincocred@sicredi.com.br","41","33328942","S4",NA,NA,NA,NA
87733077,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES  SICREDI ESSÊNCIA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"R. BORGES DO CANTO, 971","","CENTRO","ITAQUI","RS","97650000","","cleber_oliveira@sicredi.com.br","55","34332141","S4",NA,NA,NA,NA
82527557,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA TAMOIOS, 1567","","CENTRO","CAPANEMA","PR","85760000","www.sicredi.com.br","coop0738_fronteira@sicredi.com.br","46","35521988","S4",NA,NA,NA,NA
81115149,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA  SICREDI GRANDES LAGOS PR/SP","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA  MAL. CANDIDO RONDON, 2328","1º ANDAR","CENTRO","LARANJEIRAS DO SUL","PR","85301060","","coop0727_lsul@sicredi.com.br","42","36352264","S4",NA,NA,NA,NA
81054686,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. CAETANO MUNHOZ DA ROCHA 1692","","CENTRO","LAPA","PR","83750000","","coop0725_paraucarias@sicredi.com.br","41","36221514","S4",NA,NA,NA,NA
87781530,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. MOACIR DA MOTA FORTES, 165","SALA 3F","VERA CRUZ","PASSO FUNDO","RS","99040010","","evandro_zilli@sicredi.com.br","54","33165023","S4",NA,NA,NA,NA
26549311,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DO SUL DE MATO GROSSO, AMAPÁ E PARÁ - SICREDI INTEGRAÇÃO MT/AP/PA","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"RUA FERNANDO CORREA DA COSTA, 1100","","VILA AURORA I","RONDONOPOLIS","MT","78740000","www.sicredi.com.br","denise_freitas@sicredi.com.br","66","34232040","S4",NA,NA,NA,NA
90497256,"COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AVENIDA DOM JOAQUIM FERREIRA DE MELO, 1087","","CENTRO","PELOTAS","RS","96020260","","ccrsul@terra.com.br","53","32276922","S4",NA,NA,NA,NA
89049738,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS  SICREDI NOROESTE RS","Sociedade Cooperativa","Autorizada em Atividade",FALSE,"AV. URUGUAI, 366","2 ANDAR","CENTRO","TRES DE MAIO","RS","98910000","","ccrnoroe@ccrnoroe.com.br","55","35351296","S4",NA,NA,NA,NA
